Organization,Specialty,FY11,FY12,FY13,FY14,FY15,ID
(V20) (668) MC SPOKANE WA,06 OPHTHALMOLOGY,-,1,-,-,1,
(V20) (668) MC SPOKANE WA,08 OTOLARYNGOLOGY,-,-,-,-,1,
(V20) (668) MC SPOKANE WA,16 EMERGENCY MEDICINE,0.3636,0.5217,-,0.3333,0.5405,
(V20) (668) MC SPOKANE WA,21 GEN INTERNAL MED,0.1967,0.1818,-,0.1558,-,
(V20) (668) MC SPOKANE WA,25 GASTROENTEROLOGY,-,-,-,-,1,
(V20) (668) MC SPOKANE WA,31 PSYCHIATRY,0.1538,0.4737,0.2824,0.2609,-,
(V20) (668) MC SPOKANE WA,38 RADIOLOGY-DIAGNOSTIC,-,-,0.2222,0.2449,-,
(V20) (668) MC SPOKANE WA,43 PATHOLOGY,-,-,-,-,1,
(V20) (668) MC SPOKANE WA,49 FAMILY PRACTICE,0.3333,0.5714,-,-,0.24,
(V20) (668) MC SPOKANE WA,51 CHIEF OF STAFF,-,-,-,1,-,
(V20) (668) MC SPOKANE WA,K6 HOSPITALIST,-,-,0.2143,0.4615,-,
(V20) (668) MC SPOKANE WA,P1 PRIMARY CARE,-,-,-,-,0.2264,
(V20) (687) MC WALLA WALLA WA,0602 Physician (All Specialties),0.1137,0.1593,0.1159,0.3582,0.0659,
(V20) (687) MC WALLA WALLA WA,12 UROLOGY,-,1,-,-,-,
(V20) (687) MC WALLA WALLA WA,25 GASTROENTEROLOGY,1,-,-,-,-,
(V20) (687) MC WALLA WALLA WA,31 PSYCHIATRY,-,0.7742,0.6316,0.4444,-,
(V20) (687) MC WALLA WALLA WA,38 RADIOLOGY-DIAGNOSTIC,-,-,-,1.1765,-,
(V20) (687) MC WALLA WALLA WA,51 CHIEF OF STAFF,-,-,-,-,1,
(V20) (687) MC WALLA WALLA WA,"57 PHYS--ADMIN, OTHER",-,-,0.2105,0.1579,-,
(V20) (687) MC WALLA WALLA WA,P1 PRIMARY CARE,0.4444,-,-,0.48,-,
(V20) (692) SORCCWHITE CITY OR,0602 Physician (All Specialties),0.0956,0.0438,0.0379,0.2485,0.3095,
(V20) (692) SORCCWHITE CITY OR,07 ORTHOPEDIC SURGERY,-,-,-,-,1,
(V20) (692) SORCCWHITE CITY OR,21 GEN INTERNAL MED,0.1538,-,-,0.1538,0.3077,
(V20) (692) SORCCWHITE CITY OR,31 PSYCHIATRY,-,-,-,0.5625,-,
(V20) (692) SORCCWHITE CITY OR,38 RADIOLOGY-DIAGNOSTIC,-,-,-,0.9231,-,
(V20) (692) SORCCWHITE CITY OR,49 FAMILY PRACTICE,0.1558,0.1319,0.1667,0.1739,0.4286,
(V20) (692) SORCCWHITE CITY OR,50 ADMITTING PHYSICIAN,-,-,-,-,1,
V21,0602 Physician (All Specialties),0.061,0.0805,0.0673,0.0717,0.0866,
V21,01 ANESTHESIOLOGY,0.0878,-,0.0544,0.0513,0.0659,
V21,02 SURGERY,0.0385,0.0723,0.0652,0.0291,0.028,
V21,03 GYNECOLOGY,-,-,-,-,0.1463,
V21,05 MEDICAL ONCOLOGY,0.5,-,-,0.2069,-,
V21,06 OPHTHALMOLOGY,0.0372,0.0748,0.0363,0.0712,0.0729,
V21,07 ORTHOPEDIC SURGERY,0.0956,0.043,0.1543,0.0803,0.0379,
V21,08 OTOLARYNGOLOGY,0.1756,0.1237,0.1206,-,0.1545,
V21,09 PLASTIC SURGERY,0.1053,-,-,0.1121,-,
V21,11 THORACIC SURGERY,-,-,-,-,0.2308,
V21,12 UROLOGY,0.1173,0.1196,0.0435,0.0839,0.0421,
V21,13 PHYSIATRY,0.5714,-,0.8,-,-,
V21,16 EMERGENCY MEDICINE,-,0.105,0.0594,0.1614,0.0593,
V21,18 HEMATOLOGY,-,0.2687,0.0811,0.2609,0.1034,
V21,19 INFECTIOUS DISEASES,-,-,0.0732,-,0.0759,
V21,20 DERMATOLOGY,0.0449,0.1564,0.0372,0.0769,0.0381,
V21,21 GEN INTERNAL MED,0.0603,0.0609,0.0726,0.0595,0.0912,
V21,25 GASTROENTEROLOGY,0.1231,0.031,0.0612,0.093,0.0562,
V21,26 PULMONARY DISEASES,0.0649,0.034,-,0.0902,0.0581,
V21,27 NEPHROLOGY,0.0541,0.0522,-,-,0.1457,
V21,28 RHEUMATOLOGY,0.0923,0.0923,-,0.0784,0.0784,
V21,29 ENDOCRIN AND METAB,-,0.0678,-,-,0.0632,
V21,30 NEUROLOGY,0.0271,0.0807,-,0.0489,0.0771,
V21,31 PSYCHIATRY,0.062,0.1073,0.0754,0.0884,0.127,
V21,32 ANATOMIC PATHOLOGY,-,0.1053,-,-,-,
V21,34 ADV GERIATRIC FELLOW,-,-,-,-,0.3529,
V21,38 RADIOLOGY-DIAGNOSTIC,-,0.057,0.1949,0.0541,0.1342,
V21,40 GERIATRICS,0.0376,-,-,-,0.0562,
V21,43 PATHOLOGY,0.0727,-,-,-,0.0594,
V21,44 PHYS MED & REHAB,0.0463,-,0.0433,0.0808,-,
V21,49 FAMILY PRACTICE,-,0.1412,0.1782,0.0656,0.1148,
V21,54 ASSOC COS RES & DEV,-,-,-,0.4286,-,
V21,55 DIRECTOR,-,-,1.0909,1,-,
V21,59 ASSOC COS AMBUL CARE,-,0.4286,-,0.6316,-,
V21,E1 ASSOC COS EXT CARE,-,0.3429,-,-,-,
V21,E4 CARDIOVAS/THOR SGR,0.2553,-,-,-,-,
V21,E5 NEUROSURGERY,0.1429,-,-,-,-,
V21,E6 CARDIOLOGY NON-INTER,-,0.039,0.1433,0.035,0.105,
V21,H1 PSYCHIATRY FELW,0.2526,1.3333,0.24,0.3333,0.381,
V21,H3 AMBULATORY CARE FELW,-,-,0.6,-,0.6667,
V21,H6 NEUROLOGY FELLOW,1,-,-,-,-,
V21,H7 HLTH SVCS RESCH FELW,-,0.5455,-,0.3871,-,
V21,H8 NEURO/TRAU BRN INJ F,0.6486,0.8276,0.2727,0.48,0.4932,
V21,H9 WOMEN VETS HLTH FELW,-,1,-,1.0435,-,
V21,K3 NAT'L QUAL SCHOLARS,-,0.7273,0.48,0.4444,0.3636,
V21,K6 HOSPITALIST,0.1224,0.2202,-,0.129,0.1614,
V21,M5 MEDINFO POSTDOC FELW,-,-,-,-,0.6667,
V21,M9 CARDIOLOGY-INTERVEN,-,-,0.1481,-,-,
V21,P1 PRIMARY CARE,-,-,0.1714,0.2069,-,
V21,R3 HEMATOLOGY/ONCOLOGY,0.067,0.2278,0.0774,0.0759,0.1548,
V21,R4 VASCULAR SURGERY,-,0.087,-,0.0759,-,
(V21) (358) RO MANILA PI,0602 Physician (All Specialties),0.1,-,-,-,-,
(V21) (358) RO MANILA PI,26 PULMONARY DISEASES,0.25,-,-,-,-,
(V21) (459) HCS HONOLULU HI,0602 Physician (All Specialties),0.0271,0.0532,0.0386,0.0757,0.0718,
(V21) (459) HCS HONOLULU HI,07 ORTHOPEDIC SURGERY,-,-,-,0.5455,-,
(V21) (459) HCS HONOLULU HI,21 GEN INTERNAL MED,0.058,0.0583,0.0288,0.058,0.114,
(V21) (459) HCS HONOLULU HI,25 GASTROENTEROLOGY,-,-,0.4,-,-,
(V21) (459) HCS HONOLULU HI,31 PSYCHIATRY,-,0.0571,-,0.1048,0.1053,
(V21) (459) HCS HONOLULU HI,55 DIRECTOR,-,-,1,-,-,
(V21) (459) HCS HONOLULU HI,59 ASSOC COS AMBUL CARE,-,0.75,-,1,-,
(V21) (570) HCS FRESNO CA,0602 Physician (All Specialties),0.0793,0.0829,0.1055,0.08,0.1007,
(V21) (570) HCS FRESNO CA,01 ANESTHESIOLOGY,-,-,-,0.5217,0.7059,
(V21) (570) HCS FRESNO CA,05 MEDICAL ONCOLOGY,0.5714,-,-,-,-,
(V21) (570) HCS FRESNO CA,06 OPHTHALMOLOGY,0.4286,-,-,-,-,
(V21) (570) HCS FRESNO CA,07 ORTHOPEDIC SURGERY,-,1,-,-,-,
(V21) (570) HCS FRESNO CA,08 OTOLARYNGOLOGY,-,-,1,-,-,
(V21) (570) HCS FRESNO CA,12 UROLOGY,0.3636,0.5217,-,1,0.6667,
(V21) (570) HCS FRESNO CA,13 PHYSIATRY,-,-,1,-,-,
(V21) (570) HCS FRESNO CA,16 EMERGENCY MEDICINE,-,0.2222,-,0.169,-,
(V21) (570) HCS FRESNO CA,18 HEMATOLOGY,-,0.96,-,-,-,
(V21) (570) HCS FRESNO CA,21 GEN INTERNAL MED,0.1352,-,0.067,0.1247,0.1053,
(V21) (570) HCS FRESNO CA,25 GASTROENTEROLOGY,-,0.3871,-,-,-,
(V21) (570) HCS FRESNO CA,30 NEUROLOGY,-,-,-,-,0.8,
(V21) (570) HCS FRESNO CA,31 PSYCHIATRY,-,0.0851,0.0909,-,0.1752,
(V21) (570) HCS FRESNO CA,38 RADIOLOGY-DIAGNOSTIC,-,-,0.4138,-,-,
(V21) (570) HCS FRESNO CA,49 FAMILY PRACTICE,-,-,0.4,-,-,
(V21) (570) HCS FRESNO CA,E6 CARDIOLOGY NON-INTER,-,-,0.5217,-,-,
(V21) (570) HCS FRESNO CA,M9 CARDIOLOGY-INTERVEN,-,-,1,-,-,
(V21) (570) HCS FRESNO CA,R3 HEMATOLOGY/ONCOLOGY,-,-,-,-,0.8571,
(V21) (612) HCS MARTINEZ CA,0602 Physician (All Specialties),0.0659,0.0808,0.0557,0.0763,0.0958,
(V21) (612) HCS MARTINEZ CA,01 ANESTHESIOLOGY,0.2637,-,-,-,-,
(V21) (612) HCS MARTINEZ CA,06 OPHTHALMOLOGY,-,-,0.1026,0.1111,0.2243,
(V21) (612) HCS MARTINEZ CA,07 ORTHOPEDIC SURGERY,-,-,0.1026,0.12,-,
(V21) (612) HCS MARTINEZ CA,08 OTOLARYNGOLOGY,0.24,-,-,-,0.375,
(V21) (612) HCS MARTINEZ CA,09 PLASTIC SURGERY,0.2222,-,-,0.25,-,
(V21) (612) HCS MARTINEZ CA,12 UROLOGY,0.2609,-,0.1481,-,-,
(V21) (612) HCS MARTINEZ CA,16 EMERGENCY MEDICINE,-,0.1132,-,0.093,-,
(V21) (612) HCS MARTINEZ CA,18 HEMATOLOGY,-,-,0.1579,0.1429,0.1579,
(V21) (612) HCS MARTINEZ CA,20 DERMATOLOGY,-,-,0.2034,0.2105,0.1935,
(V21) (612) HCS MARTINEZ CA,21 GEN INTERNAL MED,0.0388,0.1116,0.0808,0.0633,0.1146,
(V21) (612) HCS MARTINEZ CA,25 GASTROENTEROLOGY,0.3243,-,-,0.2105,-,
(V21) (612) HCS MARTINEZ CA,26 PULMONARY DISEASES,0.1017,0.1071,-,0.1778,0.0839,
(V21) (612) HCS MARTINEZ CA,27 NEPHROLOGY,0.1667,0.1935,-,-,0.6,
(V21) (612) HCS MARTINEZ CA,30 NEUROLOGY,0.0805,0.1846,-,-,0.0916,
(V21) (612) HCS MARTINEZ CA,31 PSYCHIATRY,0.0779,0.1786,0.0322,0.1218,0.1481,
(V21) (612) HCS MARTINEZ CA,38 RADIOLOGY-DIAGNOSTIC,-,0.0952,0.0909,0.0876,0.08,
(V21) (612) HCS MARTINEZ CA,44 PHYS MED & REHAB,-,-,-,0.1017,-,
(V21) (612) HCS MARTINEZ CA,49 FAMILY PRACTICE,-,0.1846,-,0.3243,-,
(V21) (612) HCS MARTINEZ CA,54 ASSOC COS RES & DEV,-,-,-,1,-,
(V21) (612) HCS MARTINEZ CA,55 DIRECTOR,-,-,1,-,-,
(V21) (612) HCS MARTINEZ CA,E6 CARDIOLOGY NON-INTER,-,-,0.1983,-,0.1935,
(V21) (612) HCS MARTINEZ CA,R3 HEMATOLOGY/ONCOLOGY,0.129,0.3636,-,-,0.2034,
(V21) (640) HCS PALO ALTO CA,0602 Physician (All Specialties),0.0534,0.068,0.0721,0.0731,0.0724,
(V21) (640) HCS PALO ALTO CA,01 ANESTHESIOLOGY,0.0536,-,0.1457,0.0455,0.0432,
(V21) (640) HCS PALO ALTO CA,02 SURGERY,0.1481,0.3038,0.1379,0.1062,0.093,
(V21) (640) HCS PALO ALTO CA,05 MEDICAL ONCOLOGY,0.4444,-,-,0.3636,-,
(V21) (640) HCS PALO ALTO CA,06 OPHTHALMOLOGY,-,0.2963,-,0.1237,-,
(V21) (640) HCS PALO ALTO CA,07 ORTHOPEDIC SURGERY,0.25,-,-,-,0.1875,
(V21) (640) HCS PALO ALTO CA,08 OTOLARYNGOLOGY,0.1429,0.1395,0.1463,-,0.1333,
(V21) (640) HCS PALO ALTO CA,11 THORACIC SURGERY,-,-,-,-,0.4286,
(V21) (640) HCS PALO ALTO CA,12 UROLOGY,-,0.4068,-,-,-,
(V21) (640) HCS PALO ALTO CA,13 PHYSIATRY,1,-,-,-,-,
(V21) (640) HCS PALO ALTO CA,16 EMERGENCY MEDICINE,-,-,0.1791,0.2384,-,
(V21) (640) HCS PALO ALTO CA,18 HEMATOLOGY,-,-,-,0.4615,-,
(V21) (640) HCS PALO ALTO CA,20 DERMATOLOGY,-,0.1026,-,-,-,
(V21) (640) HCS PALO ALTO CA,21 GEN INTERNAL MED,0.0487,0.0117,0.0662,0.062,0.0468,
(V21) (640) HCS PALO ALTO CA,25 GASTROENTEROLOGY,-,-,-,-,0.2308,
(V21) (640) HCS PALO ALTO CA,29 ENDOCRIN AND METAB,-,-,-,-,0.2069,
(V21) (640) HCS PALO ALTO CA,31 PSYCHIATRY,0.0848,0.1293,0.1175,0.1302,0.1198,
(V21) (640) HCS PALO ALTO CA,32 ANATOMIC PATHOLOGY,-,0.5217,-,-,-,
(V21) (640) HCS PALO ALTO CA,38 RADIOLOGY-DIAGNOSTIC,-,-,0.4444,-,0.2376,
(V21) (640) HCS PALO ALTO CA,40 GERIATRICS,-,-,-,-,0.0805,
(V21) (640) HCS PALO ALTO CA,43 PATHOLOGY,0.1463,-,-,-,0.1463,
(V21) (640) HCS PALO ALTO CA,44 PHYS MED & REHAB,0.0805,-,0.0828,0.08,-,
(V21) (640) HCS PALO ALTO CA,E5 NEUROSURGERY,0.4444,-,-,-,-,
(V21) (640) HCS PALO ALTO CA,E6 CARDIOLOGY NON-INTER,-,-,-,-,0.1935,
(V21) (640) HCS PALO ALTO CA,H1 PSYCHIATRY FELW,-,1.2,-,1.1429,-,
(V21) (640) HCS PALO ALTO CA,H3 AMBULATORY CARE FELW,-,-,0.6,-,1,
(V21) (640) HCS PALO ALTO CA,H7 HLTH SVCS RESCH FELW,-,0.5455,-,0.3871,-,
(V21) (640) HCS PALO ALTO CA,K6 HOSPITALIST,-,-,-,0.15,0.1714,
(V21) (640) HCS PALO ALTO CA,M5 MEDINFO POSTDOC FELW,-,-,-,-,0.6667,
(V21) (640) HCS PALO ALTO CA,R3 HEMATOLOGY/ONCOLOGY,-,-,-,0.5,-,
(V21) (640) HCS PALO ALTO CA,R4 VASCULAR SURGERY,-,0.6667,-,-,-,
(V21) (654) HCS RENO NV,0602 Physician (All Specialties),0.0566,0.1101,0.0711,0.0476,0.1029,
(V21) (654) HCS RENO NV,01 ANESTHESIOLOGY,-,-,-,-,0.16,
(V21) (654) HCS RENO NV,07 ORTHOPEDIC SURGERY,-,-,0.7273,-,-,
(V21) (654) HCS RENO NV,08 OTOLARYNGOLOGY,-,1,-,-,-,
(V21) (654) HCS RENO NV,16 EMERGENCY MEDICINE,-,0.125,-,0.1429,0.3,
(V21) (654) HCS RENO NV,21 GEN INTERNAL MED,0.0938,0.1825,0.1534,-,0.1481,
(V21) (654) HCS RENO NV,25 GASTROENTEROLOGY,0.8,-,-,1,-,
(V21) (654) HCS RENO NV,28 RHEUMATOLOGY,-,-,-,-,1,
(V21) (654) HCS RENO NV,29 ENDOCRIN AND METAB,-,1,-,-,-,
(V21) (654) HCS RENO NV,31 PSYCHIATRY,0.0938,-,0.0938,-,0.1805,
(V21) (654) HCS RENO NV,38 RADIOLOGY-DIAGNOSTIC,-,-,-,0.2143,0.1935,
(V21) (654) HCS RENO NV,55 DIRECTOR,-,-,-,1,-,
(V21) (654) HCS RENO NV,E6 CARDIOLOGY NON-INTER,-,0.4286,-,0.3243,-,
(V21) (654) HCS RENO NV,K6 HOSPITALIST,0.2609,0.5333,-,-,-,
(V21) (662) MC SAN FRANCISCO CA,0602 Physician (All Specialties),0.0695,0.0957,0.0713,0.0728,0.0917,
(V21) (662) MC SAN FRANCISCO CA,01 ANESTHESIOLOGY,0.0811,-,-,0.0585,0.0594,
(V21) (662) MC SAN FRANCISCO CA,02 SURGERY,-,-,0.1165,-,-,
(V21) (662) MC SAN FRANCISCO CA,03 GYNECOLOGY,-,-,-,-,0.3529,
(V21) (662) MC SAN FRANCISCO CA,07 ORTHOPEDIC SURGERY,0.3,-,0.1714,-,-,
(V21) (662) MC SAN FRANCISCO CA,08 OTOLARYNGOLOGY,0.2553,-,-,-,-,
(V21) (662) MC SAN FRANCISCO CA,12 UROLOGY,-,-,-,0.125,-,
(V21) (662) MC SAN FRANCISCO CA,18 HEMATOLOGY,-,0.4,-,0.75,-,
(V21) (662) MC SAN FRANCISCO CA,19 INFECTIOUS DISEASES,-,-,0.15,-,0.1935,
(V21) (662) MC SAN FRANCISCO CA,20 DERMATOLOGY,0.1237,0.3396,-,0.1081,-,
(V21) (662) MC SAN FRANCISCO CA,21 GEN INTERNAL MED,0.0558,0.0483,0.0637,0.0452,0.0878,
(V21) (662) MC SAN FRANCISCO CA,25 GASTROENTEROLOGY,-,-,0.1224,-,-,
(V21) (662) MC SAN FRANCISCO CA,26 PULMONARY DISEASES,-,-,-,0.1429,0.1348,
(V21) (662) MC SAN FRANCISCO CA,28 RHEUMATOLOGY,0.2609,0.2609,-,0.2667,-,
(V21) (662) MC SAN FRANCISCO CA,30 NEUROLOGY,-,0.0769,-,0.1237,0.0659,
(V21) (662) MC SAN FRANCISCO CA,31 PSYCHIATRY,0.064,0.0916,0.0855,0.0543,0.1079,
(V21) (662) MC SAN FRANCISCO CA,34 ADV GERIATRIC FELLOW,-,-,-,-,1,
(V21) (662) MC SAN FRANCISCO CA,38 RADIOLOGY-DIAGNOSTIC,-,0.1463,0.1429,-,0.1446,
(V21) (662) MC SAN FRANCISCO CA,40 GERIATRICS,0.1412,-,-,-,0.0755,
(V21) (662) MC SAN FRANCISCO CA,49 FAMILY PRACTICE,-,0.375,0.5455,-,0.4615,
(V21) (662) MC SAN FRANCISCO CA,E1 ASSOC COS EXT CARE,-,0.5217,-,-,-,
(V21) (662) MC SAN FRANCISCO CA,E4 CARDIOVAS/THOR SGR,0.5217,-,-,-,-,
(V21) (662) MC SAN FRANCISCO CA,E6 CARDIOLOGY NON-INTER,-,-,0.15,-,-,
(V21) (662) MC SAN FRANCISCO CA,H1 PSYCHIATRY FELW,0.3934,1.4545,0.5,-,0.48,
(V21) (662) MC SAN FRANCISCO CA,H6 NEUROLOGY FELLOW,1,-,-,-,-,
(V21) (662) MC SAN FRANCISCO CA,H8 NEURO/TRAU BRN INJ F,0.6486,0.8276,0.2727,0.48,0.4932,
(V21) (662) MC SAN FRANCISCO CA,H9 WOMEN VETS HLTH FELW,-,1,-,1.0435,-,
(V21) (662) MC SAN FRANCISCO CA,K3 NAT'L QUAL SCHOLARS,-,0.7273,0.48,0.4444,0.3636,
(V21) (662) MC SAN FRANCISCO CA,K6 HOSPITALIST,-,-,-,0.4444,0.6857,
(V21) (662) MC SAN FRANCISCO CA,P1 PRIMARY CARE,-,-,0.4,0.48,-,
(V21) (662) MC SAN FRANCISCO CA,R3 HEMATOLOGY/ONCOLOGY,-,0.2143,0.2143,-,-,
(V21) (662) MC SAN FRANCISCO CA,R4 VASCULAR SURGERY,-,-,-,0.2609,-,
V22,0602 Physician (All Specialties),0.0738,0.0646,0.0664,0.0695,0.075,
V22,01 ANESTHESIOLOGY,0.0749,0.1184,0.0556,-,0.0498,
V22,02 SURGERY,0.0807,0.0374,0.0176,0.0706,0.0555,
V22,03 GYNECOLOGY,-,0.1212,0.12,0.12,0.0992,
V22,05 MEDICAL ONCOLOGY,-,-,0.1765,-,-,
V22,06 OPHTHALMOLOGY,0.1871,0.1076,0.1765,0.1896,0.1555,
V22,07 ORTHOPEDIC SURGERY,0.0265,0.0267,0.0284,0.1463,0.0293,
V22,08 OTOLARYNGOLOGY,0.1506,0.1013,-,-,0.0429,
V22,09 PLASTIC SURGERY,-,0.0585,-,0.1159,-,
V22,11 THORACIC SURGERY,-,-,-,-,0.9231,
V22,12 UROLOGY,0.0435,-,0.0346,0.034,0.0659,
V22,16 EMERGENCY MEDICINE,0.1322,0.068,0.031,0.0905,0.1513,
V22,18 HEMATOLOGY,-,0.1967,-,-,-,
V22,19 INFECTIOUS DISEASES,-,-,-,0.0496,-,
V22,20 DERMATOLOGY,0.0784,-,0.0755,0.176,0.0367,
V22,21 GEN INTERNAL MED,0.0755,0.0868,0.0641,0.054,0.0658,
V22,23 ALLERGY & IMMUNOLOGY,-,0.2449,0.2553,-,-,
V22,25 GASTROENTEROLOGY,0.1535,0.0297,0.1614,0.0774,0.046,
V22,26 PULMONARY DISEASES,0.1065,0.0704,-,0.0684,0.0353,
V22,27 NEPHROLOGY,0.0729,0.0367,0.0732,0.1446,0.0757,
V22,28 RHEUMATOLOGY,-,0.0774,0.0789,-,-,
V22,29 ENDOCRIN AND METAB,-,-,0.1111,0.1062,0.1076,
V22,30 NEUROLOGY,0.0604,0.0597,0.0404,0.0603,0.0393,
V22,31 PSYCHIATRY,0.0822,0.0417,0.0756,0.0754,0.1044,
V22,32 ANATOMIC PATHOLOGY,-,0.4444,-,-,0.2927,
V22,33 CLINICAL PATHOLOGY,0.3,-,-,0.2609,-,
V22,35 CLINICAL SCHOLAR-RWJ,1,-,-,0.8182,-,
V22,36 PREVENTIVE MEDICINE,-,-,-,0.1558,-,
V22,37 ADV SPINAL CORD FELW,-,-,1,-,-,
V22,38 RADIOLOGY-DIAGNOSTIC,-,0.0173,0.1494,0.0526,0.0337,
V22,39 RADIOLOGY-THERAPEU,-,-,-,1,-,
V22,40 GERIATRICS,0.0533,0.1739,-,-,0.093,
V22,41 PAIN MGMT/ANESTH,-,-,-,-,0.1875,
V22,43 PATHOLOGY,0.0732,0.213,0.0659,0.0556,0.103,
V22,44 PHYS MED & REHAB,0.0227,-,0.0215,-,0.0358,
V22,45 RADIOLOGY-INTERVENT,-,-,-,0.0902,-,
V22,46 NUCLEAR MEDICINE,0.1154,-,0.25,-,0.16,
V22,49 FAMILY PRACTICE,0.1611,0.0682,0.06,-,0.2011,
V22,50 ADMITTING PHYSICIAN,-,-,-,-,0.9231,
V22,51 CHIEF OF STAFF,-,-,0.2105,-,-,
V22,53 ASSOC CH/STAFF--EDUC,-,-,-,0.2791,-,
V22,"57 PHYS--ADMIN, OTHER",-,-,-,0.2222,0.2609,
V22,59 ASSOC COS AMBUL CARE,-,0.4615,-,-,-,
V22,E4 CARDIOVAS/THOR SGR,-,-,0.2105,-,-,
V22,E5 NEUROSURGERY,-,0.1319,-,-,0.1412,
V22,E6 CARDIOLOGY NON-INTER,0.1132,0.0627,0.127,0.0352,0.0351,
V22,E7 RADIOLOGY (NUCLEAR),0.2222,-,0.2222,-,-,
V22,G9 RADIATION ONCOLOGY,-,0.4138,-,-,0.1463,
V22,H1 PSYCHIATRY FELW,0.3333,-,0.2105,-,0.5106,
V22,H4 PALL CARE MED FELLOW,-,-,-,-,0.2222,
V22,H6 NEUROLOGY FELLOW,1,-,-,0.5714,1,
V22,H7 HLTH SVCS RESCH FELW,-,-,-,0.8889,0.2667,
V22,H8 NEURO/TRAU BRN INJ F,-,-,1,-,-,
V22,K6 HOSPITALIST,-,-,0.0686,0.1752,0.1073,
V22,M5 MEDINFO POSTDOC FELW,-,1,-,-,-,
V22,M9 CARDIOLOGY-INTERVEN,-,-,-,0.1121,0.129,
V22,P1 PRIMARY CARE,-,0.2697,-,0.0898,0.1791,
V22,R4 VASCULAR SURGERY,-,0.0876,0.0902,0.087,-,
(V22) (593) MC LAS VEGAS NV,0602 Physician (All Specialties),0.1087,0.0737,0.0628,0.1031,0.1012,
(V22) (593) MC LAS VEGAS NV,01 ANESTHESIOLOGY,0.1429,0.2697,0.2553,-,-,
(V22) (593) MC LAS VEGAS NV,02 SURGERY,0.3,-,-,0.1429,0.1818,
(V22) (593) MC LAS VEGAS NV,07 ORTHOPEDIC SURGERY,-,-,0.2353,0.2857,0.2927,
(V22) (593) MC LAS VEGAS NV,09 PLASTIC SURGERY,-,-,-,0.5455,-,
(V22) (593) MC LAS VEGAS NV,12 UROLOGY,-,-,-,0.2222,-,
(V22) (593) MC LAS VEGAS NV,16 EMERGENCY MEDICINE,0.4138,0.3333,-,-,0.1143,
(V22) (593) MC LAS VEGAS NV,20 DERMATOLOGY,-,-,-,0.9231,-,
(V22) (593) MC LAS VEGAS NV,21 GEN INTERNAL MED,0.0694,0.0721,0.0941,0.0487,0.0594,
(V22) (593) MC LAS VEGAS NV,25 GASTROENTEROLOGY,2,-,0.2857,0.8889,-,
(V22) (593) MC LAS VEGAS NV,26 PULMONARY DISEASES,0.6154,-,-,0.2449,0.3,
(V22) (593) MC LAS VEGAS NV,27 NEPHROLOGY,-,0.2353,-,0.5217,-,
(V22) (593) MC LAS VEGAS NV,28 RHEUMATOLOGY,-,1,-,-,-,
(V22) (593) MC LAS VEGAS NV,29 ENDOCRIN AND METAB,-,-,-,0.5455,-,
(V22) (593) MC LAS VEGAS NV,30 NEUROLOGY,-,-,-,-,0.2927,
(V22) (593) MC LAS VEGAS NV,31 PSYCHIATRY,0.0659,-,0.0506,0.0474,0.1943,
(V22) (593) MC LAS VEGAS NV,32 ANATOMIC PATHOLOGY,-,-,-,-,0.5455,
(V22) (593) MC LAS VEGAS NV,38 RADIOLOGY-DIAGNOSTIC,-,-,-,0.1212,-,
(V22) (593) MC LAS VEGAS NV,40 GERIATRICS,0.7333,-,-,-,-,
(V22) (593) MC LAS VEGAS NV,49 FAMILY PRACTICE,0.1611,0.0682,0.06,-,0.2466,
(V22) (593) MC LAS VEGAS NV,"57 PHYS--ADMIN, OTHER",-,-,-,-,1,
(V22) (593) MC LAS VEGAS NV,E6 CARDIOLOGY NON-INTER,-,0.3429,0.2791,-,-,
(V22) (593) MC LAS VEGAS NV,K6 HOSPITALIST,-,-,-,0.5,0.0745,
(V22) (593) MC LAS VEGAS NV,M9 CARDIOLOGY-INTERVEN,-,-,-,-,0.4615,
(V22) (593) MC LAS VEGAS NV,P1 PRIMARY CARE,-,0.8571,-,0.1412,0.1714,
(V22) (593) MC LAS VEGAS NV,R4 VASCULAR SURGERY,-,-,-,1,-,
(V22) (600) HCS LONG BEACH CA,0602 Physician (All Specialties),0.0699,0.0852,0.0534,0.0763,0.0621,
(V22) (600) HCS LONG BEACH CA,02 SURGERY,0.1446,-,-,-,-,
(V22) (600) HCS LONG BEACH CA,03 GYNECOLOGY,-,0.3077,-,0.4286,-,
(V22) (600) HCS LONG BEACH CA,06 OPHTHALMOLOGY,0.4255,0.3692,0.4225,0.5854,0.4918,
(V22) (600) HCS LONG BEACH CA,07 ORTHOPEDIC SURGERY,-,-,-,0.0945,-,
(V22) (600) HCS LONG BEACH CA,08 OTOLARYNGOLOGY,0.169,0.1765,-,-,0.2069,
(V22) (600) HCS LONG BEACH CA,09 PLASTIC SURGERY,-,0.1017,-,0.1188,-,
(V22) (600) HCS LONG BEACH CA,20 DERMATOLOGY,-,-,-,-,0.2449,
(V22) (600) HCS LONG BEACH CA,21 GEN INTERNAL MED,0.0341,0.1604,-,0.0674,0.1356,
(V22) (600) HCS LONG BEACH CA,23 ALLERGY & IMMUNOLOGY,-,-,1,-,-,
(V22) (600) HCS LONG BEACH CA,26 PULMONARY DISEASES,-,0.1967,-,-,-,
(V22) (600) HCS LONG BEACH CA,30 NEUROLOGY,-,0.2308,-,-,-,
